1,2
5,6
7,8
13,17
14,18
15,19
16,20
21,25
22,26
23,27
24,28
29,32
30,33
31,34
35,38
36,39
37,40
41,44
42,45
43,46
47,50
48,49
51,54
52,53
55,71
56,66
57,67
58,68
69,59
60,70
