1,2
5,6
7,8
13,17
14,18
15,19
16,20
21,23
22,24
25,26
27,30
28,29
31,34
32,33
39,35
40,42
41,43
46,49
45,48
44,47
50,53
51,54
52,55
56,58
57,59
71,60
67,61
68,62
69,63
70,64
